Purchase_Order_Details_Id,Purchase_Order_Id,Item_Num,Quantity
390,78,H012,80
391,79,S101,47
392,79,P015,75
393,79,E007,64
394,79,S010,64
395,79,H013,50
396,80,T001,48
397,80,P016,92
398,80,E008,51
399,80,S011,52
400,80,H014,27
401,81,T002,64
402,81,P020,50
403,81,E020,85
404,81,S012,77
405,81,H031,28
406,82,T003,34
407,82,P021,33
408,82,E021,72
409,82,S020,69
410,82,H032,14
411,83,T020,49
412,83,P030,11
413,83,E030,39
414,83,S021,13
415,83,H033,85
416,84,T021,19
417,84,P031,51
418,84,E031,73
419,84,S022,62
420,84,P010,78
421,85,T022,42
422,85,P032,81
423,85,E032,34
424,85,S023,31
425,85,P011,15
426,86,T023,39
427,86,P033,20
428,86,E033,62
429,86,S040,46
430,86,P012,46
431,87,T024,98
432,87,P034,55
433,87,E034,85
434,87,S041,26
435,87,P013,17
436,88,T025,25
437,88,P035,95
438,88,E035,34
439,88,S100,33
440,88,P014,59
441,89,T100,28
442,89,P036,59
443,89,E036,28
444,89,S101,86
445,89,P015,78
446,90,C001,73
447,90,P037,49
448,90,F020,86
449,90,T001,44
450,90,P016,25
451,91,C002,40
452,91,P038,86
453,91,F021,66
454,91,T002,18
455,91,P020,29
456,92,C003,32
457,92,P039,43
458,92,F022,22
459,92,T003,29
460,92,P021,27
461,93,C004,38
462,93,P040,89
463,93,F023,75
464,93,T020,48
465,93,P030,10
466,94,C005,55
467,94,P041,64
468,94,F024,80
469,94,T021,41
470,94,P031,81
471,95,C006,12
472,95,P042,57
473,95,F031,12
474,95,T022,99
475,95,P032,66
476,96,E001,23
477,96,P043,64
478,96,F032,98
479,96,T023,71
480,96,P033,78
481,97,E002,48
482,97,P044,39
483,97,F033,54
484,97,T024,77
485,97,P034,45
486,98,E003,36
487,98,P045,13
488,98,F034,12
489,98,T025,82
490,98,P035,12
491,99,E004,88
492,99,P046,36
493,99,F035,50
494,99,T100,32
495,99,P036,53
496,100,E005,74
497,100,R001,15
498,100,H011,98
499,100,C001,58
500,100,P037,74
501,101,E006,45
502,101,R002,42
503,101,H012,92
504,101,C002,70
505,101,P038,80
506,102,E007,20
507,102,S010,96
508,102,H013,60
509,102,C003,72
510,102,P039,99
511,103,E008,19
512,103,S011,37
513,103,H014,24
514,103,C004,71
515,103,P040,99
516,104,E020,40
517,104,S012,57
518,104,H031,85
519,104,C005,41
520,104,P041,46
521,105,E021,29
522,105,S020,72
523,105,H032,28
524,105,C006,32
525,105,P042,28
526,106,E030,77
527,106,S021,61
528,106,H033,21
529,106,E001,79
530,106,P043,24
531,107,E031,58
532,107,S022,42
533,107,P010,62
534,107,E002,10
535,107,P044,16
536,108,E032,71
537,108,S023,76
538,108,P011,44
539,108,E003,98
540,108,P045,58
541,109,E033,45
542,109,S040,37
543,109,P012,95
544,109,E004,32
545,109,P046,81
546,110,E034,53
547,110,S041,15
548,110,P013,71
549,110,E005,34
550,110,R001,48
551,111,E035,83
552,111,S100,62
553,111,P014,69
554,111,E006,87
555,111,R002,18
556,112,E036,16
557,112,S101,57
558,112,P015,29
559,112,E007,38
560,112,S010,63
561,113,F020,25
562,113,T001,38
563,113,P016,59
564,113,E008,11
565,113,S011,40
566,114,F021,90
567,114,T002,71
568,114,P020,85
569,114,E020,28
570,114,S012,10
571,115,F022,36
572,115,T003,33
573,115,P021,42
574,115,E021,25
575,115,S020,31
576,116,F023,85
577,116,T020,18
578,116,P030,58
579,116,E030,51
580,116,S021,81
581,117,F024,19
582,117,T021,95
583,117,P031,64
584,117,E031,19
585,117,S022,17
586,118,F031,85
587,118,T022,54
588,118,P032,80
589,118,E032,39
590,118,S023,38
591,119,F032,15
592,119,T023,72
593,119,P033,26
594,119,E033,46
595,119,S040,85
596,120,F033,67
597,120,T024,57
598,120,P034,20
599,120,E034,22
600,120,S041,18
601,121,F034,42
602,121,T025,82
603,121,P035,50
604,121,E035,51
605,121,S100,46
606,122,F035,18
607,122,T100,38
608,122,P036,71
609,122,E036,54
610,122,S101,84
611,123,H011,74
612,123,C001,77
613,123,P037,39
614,123,F020,35
615,123,T001,81
616,124,H012,62
617,124,C002,53
618,124,P038,79
619,124,F021,26
620,124,T002,80
621,125,H013,30
622,125,C003,22
623,125,P039,85
624,125,F022,80
625,125,T003,62
626,126,H014,83
627,126,C004,68
628,126,P040,42
629,126,F023,25
630,126,T020,96
631,127,H031,31
632,127,C005,73
633,127,P041,87
634,127,F024,80
635,127,T021,91
636,128,H032,46
637,128,C006,49
638,128,P042,23
639,128,F031,97
640,128,T022,26
641,129,H033,96
642,129,E001,94
643,129,P043,60
644,129,F032,22
645,129,T023,27
646,130,P010,82
647,130,E002,15
648,130,P044,93
649,130,F033,50
650,130,T024,80
651,131,P011,62
652,131,E003,70
653,131,P045,77
654,131,F034,30
655,131,T025,73
656,132,P012,48
657,132,E004,30
658,132,P046,28
659,132,F035,50
660,132,T100,72
661,133,P013,33
662,133,E005,47
663,133,R001,73
664,133,H011,88
665,133,C001,22
666,134,P014,44
667,134,E006,76
668,134,R002,79
669,134,H012,82
670,134,C002,82
671,135,P015,11
672,135,E007,94
673,135,S010,21
674,135,H013,34
675,135,C003,28
676,136,P016,90
677,136,E008,91
678,136,S011,29
679,136,H014,53
680,136,C004,39
681,137,P020,55
682,137,E020,76
683,137,S012,80
684,137,H031,44
685,137,C005,39
686,138,P021,63
687,138,E021,44
688,138,S020,57
689,138,H032,62
690,138,C006,41
691,139,P030,75
692,139,E030,91
693,139,S021,97
694,139,H033,40
695,139,E001,55
696,140,P031,38
697,140,E031,33
698,140,S022,68
699,140,P010,68
700,140,E002,80
701,141,P032,80
702,141,E032,57
703,141,S023,87
704,141,P011,16
705,141,E003,67
706,142,P033,19
707,142,E033,83
708,142,S040,84
709,142,P012,64
710,142,E004,88
711,143,P034,37
712,143,E034,78
713,143,S041,97
714,143,P013,61
715,143,E005,44
716,144,P035,63
717,144,E035,11
718,144,S100,70
719,144,P014,23
720,144,E006,38
721,145,P036,58
722,145,E036,19
723,145,S101,24
724,145,P015,71
725,145,E007,27
726,146,P037,83
727,146,F020,12
728,146,T001,15
729,146,P016,16
730,146,E008,42
731,147,P038,43
732,147,F021,83
733,147,T002,90
734,147,P020,74
735,147,E020,57
736,148,P039,46
737,148,F022,13
738,148,T003,14
739,148,P021,35
740,148,E021,69
741,149,P040,63
742,149,F023,32
743,149,T020,75
744,149,P030,10
745,149,E030,62
746,150,P041,34
747,150,F024,19
748,150,T021,49
749,150,P031,67
750,150,E031,77
751,151,P042,31
752,151,F031,79
753,151,T022,91
754,151,P032,19
755,151,E032,85
756,152,P043,70
757,152,F032,20
758,152,T023,61
759,152,P033,48
760,152,E033,86
761,153,P044,96
762,153,F033,70
763,153,T024,75
764,153,P034,76
765,153,E034,18
766,154,P045,97
767,154,F034,32
768,154,T025,42
769,154,P035,85
770,154,E035,99
771,155,P046,25
772,155,F035,84
773,155,T100,32
774,155,P036,68
775,155,E036,18
776,156,R001,52
777,156,H011,44
778,156,C001,75
779,156,P037,19
780,156,F020,69
781,157,R002,10
782,157,H012,82
783,157,C002,75
784,157,P038,72
785,157,F021,46
786,158,S010,20
787,158,H013,98
788,158,C003,51
789,158,P039,64
790,158,F022,55
791,159,S011,15
792,159,H014,85
793,159,C004,11
794,159,P040,57
795,159,F023,68
796,160,S012,12
797,160,H031,66
798,160,C005,79
799,160,P041,17
800,160,F024,70
801,161,S020,45
802,161,H032,97
803,161,C006,81
804,161,P042,90
805,161,F031,30
806,162,S021,59
807,162,H033,78
808,162,E001,35
809,162,P043,35
810,162,F032,53
811,163,S022,17
812,163,P010,40
813,163,E002,94
814,163,P044,52
815,163,F033,30
816,164,S023,51
817,164,P011,80
818,164,E003,67
819,164,P045,70
820,164,F034,54
821,165,S040,54
822,165,P012,100
823,165,E004,75
824,165,P046,46
825,165,F035,95
826,166,S041,59
827,166,P013,80
828,166,E005,55
829,166,R001,42
830,166,H011,15
831,167,S100,81
832,167,P014,39
833,167,E006,22
834,167,R002,46
835,167,H012,78
836,168,S101,86
837,168,P015,80
838,168,E007,18
839,168,S010,53
840,168,H013,33
841,169,T001,91
842,169,P016,90
843,169,E008,96
844,169,S011,32
845,169,H014,39
846,170,T002,42
847,170,P020,40
848,170,E020,22
849,170,S012,71
850,170,H031,16
851,171,T003,40
852,171,P021,75
853,171,E021,20
854,171,S020,11
855,171,H032,44
856,172,T020,12
857,172,P030,26
858,172,E030,49
859,172,S021,74
860,172,H033,18
861,173,T021,55
862,173,P031,57
863,173,E031,76
864,173,S022,66
865,173,P010,85
866,174,T022,89
867,174,P032,98
868,174,E032,58
869,174,S023,81
870,174,P011,87
871,175,T023,44
872,175,P033,77
873,175,E033,67
874,175,S040,36
875,175,P012,10
876,176,T024,75
877,176,P034,90
878,176,E034,32
879,176,S041,73
880,176,P013,52
881,177,T025,89
882,177,P035,74
883,177,E035,41
884,177,S100,80
885,177,P014,73
886,178,T100,87
887,178,P036,59
888,178,E036,10
889,178,S101,90
890,178,P015,97
891,179,C001,32
892,179,P037,53
893,179,F020,70
894,179,T001,42
895,179,P016,32
896,180,C002,72
897,180,P038,14
898,180,F021,48
899,180,T002,97
900,180,P020,46
901,181,C003,73
902,181,P039,86
903,181,F022,95
904,181,T003,58
905,181,P021,83
906,182,C004,35
907,182,P040,48
908,182,F023,41
909,182,T020,44
910,182,P030,40
911,183,C005,94
912,183,P041,78
913,183,F024,87
914,183,T021,13
915,183,P031,50
916,184,C006,26
917,184,P042,84
918,184,F031,28
919,184,T022,88
920,184,P032,59
921,185,E001,72
922,185,P043,69
923,185,F032,15
924,185,T023,67
925,185,P033,59
926,186,E002,90
927,186,P044,85
928,186,F033,29
929,186,T024,62
930,186,P034,49
931,187,E003,28
932,187,P045,64
933,187,F034,46
934,187,T025,13
935,187,P035,28
936,188,E004,64
937,188,P046,34
938,188,F035,100
939,188,T100,90
940,188,P036,100
941,189,E005,60
942,189,R001,95
943,189,H011,28
944,189,C001,32
945,189,P037,50
946,190,E006,30
947,190,R002,83
948,190,H012,21
949,190,C002,74
950,190,P038,46
951,191,E007,70
952,191,S010,36
953,191,H013,91
954,191,C003,26
955,191,P039,79
956,192,E008,28
957,192,S011,10
958,192,H014,45
959,192,C004,12
960,192,P040,95
961,193,E020,29
962,193,S012,59
963,193,H031,22
964,193,C005,44
965,193,P041,36
966,194,E021,58
967,194,S020,60
968,194,H032,72
969,194,C006,25
970,194,P042,21
971,195,E030,25
972,195,S021,10
973,195,H033,48
974,195,E001,11
975,195,P043,65
976,196,E031,55
977,196,S022,58
978,196,P010,49
979,196,E002,39
980,196,P044,20
981,197,E032,93
982,197,S023,35
983,197,P011,51
984,197,E003,64
985,197,P045,32
986,198,E033,45
987,198,S040,80
988,198,P012,14
989,198,E004,23
990,198,P046,25
991,199,E034,40
992,199,S041,12
993,199,P013,74
994,199,E005,57
995,199,R001,55
996,200,E035,64
997,200,S100,69
998,200,P014,79
999,200,E006,97
1000,200,R002,89
1001,201,E036,47
1002,201,S101,97
1003,201,P015,89
1004,201,E007,13
1005,201,S010,38
1006,202,F020,47
1007,202,T001,53
1008,202,P016,16
1009,202,E008,10
1010,202,S011,24
1011,203,F021,16
1012,203,T002,16
1013,203,P020,31
1014,203,E020,63
1015,203,S012,90
1016,204,F022,42
1017,204,T003,56
1018,204,P021,27
1019,204,E021,74
1020,204,S020,12
1021,205,F023,74
1022,205,T020,94
1023,205,P030,35
1024,205,E030,60
1025,205,S021,80
1026,206,F024,98
1027,206,T021,97
1028,206,P031,19
1029,206,E031,62
1030,206,S022,48
1031,207,F031,42
1032,207,T022,28
1033,207,P032,94
1034,207,E032,95
1035,207,S023,53
1036,208,F032,95
1037,208,T023,64
1038,208,P033,40
1039,208,E033,92
1040,208,S040,32
1041,209,F033,49
1042,209,T024,66
1043,209,P034,34
1044,209,E034,93
1045,209,S041,75
1046,210,F034,94
1047,210,T025,43
1048,210,P035,46
1049,210,E035,65
1050,210,S100,48
1051,211,F035,55
1052,211,T100,10
1053,211,P036,42
1054,211,E036,70
1055,211,S101,24
1056,212,H011,10
1057,212,C001,49
1058,212,P037,73
1059,212,F020,73
1060,212,T001,89
1061,213,H012,11
1062,213,C002,84
1063,213,P038,21
1064,213,F021,45
1065,213,T002,70
1066,214,H013,40
1067,214,C003,43
1068,214,P039,82
1069,214,F022,71
1070,214,T003,82
1071,215,H014,86
1072,215,C004,66
1073,215,P040,36
1074,215,F023,65
1075,215,T020,34
1076,216,H031,78
1077,216,C005,65
1078,216,P041,25
1079,216,F024,60
1080,216,T021,28
1081,217,H032,69
1082,217,C006,29
1083,217,P042,32
1084,217,F031,51
1085,217,T022,51
1086,218,H033,10
1087,218,E001,67
1088,218,P043,25
1089,218,F032,93
1090,218,T023,17
1091,219,P010,58
1092,219,E002,27
1093,219,P044,10
1094,219,F033,42
1095,219,T024,71
1096,220,P011,71
1097,220,E003,20
1098,220,P045,50
1099,220,F034,85
1100,220,T025,100
1101,221,P012,78
1102,221,E004,75
1103,221,P046,30
1104,221,F035,83
1105,221,T100,94
1106,222,P013,59
1107,222,E005,26
1108,222,R001,91
1109,222,H011,36
1110,222,C001,69
1111,223,P014,44
1112,223,E006,68
1113,223,R002,51
1114,223,H012,46
1115,223,C002,85
1116,224,P015,48
1117,224,E007,100
1118,224,S010,46
1119,224,H013,39
1120,224,C003,78
1121,225,P016,20
1122,225,E008,53
1123,225,S011,47
1124,225,H014,71
1125,225,C004,29
1126,226,P020,71
1127,226,E020,79
1128,226,S012,43
1129,226,H031,10
1130,226,C005,71
1131,227,P021,43
1132,227,E021,26
1133,227,S020,85
1134,227,H032,47
1135,227,C006,10
1136,228,P030,89
1137,228,E030,28
1138,228,S021,63
1139,228,H033,97
1140,228,E001,81
1141,229,P031,32
1142,229,E031,48
1143,229,S022,33
1144,229,P010,74
1145,229,E002,60
1146,230,P032,22
1147,230,E032,30
1148,230,S023,93
1149,230,P011,33
1150,230,E003,62
1151,231,P033,72
1152,231,E033,63
1153,231,S040,22
1154,231,P012,19
1155,231,E004,80
1156,232,P034,98
1157,232,E034,45
1158,232,S041,73
1159,232,P013,42
1160,232,E005,20
1161,233,P035,25
1162,233,E035,98
1163,233,S100,34
1164,233,P014,16
1165,233,E006,69
1166,234,P036,82
1167,234,E036,30
1168,234,S101,19
1169,234,P015,46
1170,234,E007,37
1171,235,P037,32
1172,235,F020,46
1173,235,T001,68
1174,235,P016,80
1175,235,E008,17
1176,236,P038,47
1177,236,F021,28
1178,236,T002,88
1179,236,P020,63
1180,236,E020,55
1181,237,P039,69
1182,237,F022,23
1183,237,T003,31
1184,237,P021,23
1185,237,E021,20
1186,238,P040,68
1187,238,F023,27
1188,238,T020,19
1189,238,P030,52
1190,238,E030,71
1191,239,P041,54
1192,239,F024,40
1193,239,T021,98
1194,239,P031,96
1195,239,E031,87
1196,240,P042,75
1197,240,F031,25
1198,240,T022,90
1199,240,P032,60
1200,240,E032,92
1201,241,P043,87
1202,241,F032,48
1203,241,T023,63
1204,241,P033,16
1205,241,E033,49
1206,242,P044,60
1207,242,F033,30
1208,242,T024,34
1209,242,P034,65
1210,242,E034,75
1211,243,P045,55
1212,243,F034,66
1213,243,T025,96
1214,243,P035,46
1215,243,E035,74
1216,244,P046,31
1217,244,F035,88
1218,244,T100,20
1219,244,P036,46
1220,244,E036,88
1221,245,R001,50
1222,245,H011,70
1223,245,C001,85
1224,245,P037,61
1225,245,F020,88
1226,246,R002,94
1227,246,H012,43
1228,246,C002,52
1229,246,P038,40
1230,246,F021,72
1231,247,S010,15
1232,247,H013,74
1233,247,C003,19
1234,247,P039,94
1235,247,F022,21
1236,248,S011,17
1237,248,H014,68
1238,248,C004,11
1239,248,P040,22
1240,248,F023,86
1241,249,S012,52
1242,249,H031,95
1243,249,C005,28
1244,249,P041,76
1245,249,F024,79
1246,250,S020,19
1247,250,H032,70
1248,250,C006,37
1249,250,P042,21
1250,250,F031,61
1251,251,S021,19
1252,251,H033,71
1253,251,E001,29
1254,251,P043,54
1255,251,F032,54
1256,252,S022,65
1257,252,P010,10
1258,252,E002,40
1259,252,P044,71
1260,252,F033,80
1261,253,S023,40
1262,253,P011,57
1263,253,E003,32
1264,253,P045,45
1265,253,F034,92
1266,254,S040,15
1267,254,P012,19
1268,254,E004,83
1269,254,P046,86
1270,254,F035,65
1271,255,S041,56
1272,255,P013,38
1273,255,E005,45
1274,255,R001,29
1275,255,H011,57
1276,256,S100,33
1277,256,P014,72
1278,256,E006,85
1279,256,R002,89
1280,256,H012,60
1281,257,S101,78
1282,257,P015,20
1283,257,E007,74
1284,257,S010,49
1285,257,H013,61
1286,258,T001,82
1287,258,P016,31
1288,258,E008,82
1289,258,S011,89
1290,258,H014,56
1291,259,T002,77
1292,259,P020,98
1293,259,E020,94
1294,259,S012,57
1295,259,H031,57
1296,260,T003,15
1297,260,P021,90
1298,260,E021,11
1299,260,S020,53
1300,260,H032,84
1301,261,T020,42
1302,261,P030,44
1303,261,E030,17
1304,261,S021,39
1305,261,H033,21
1306,262,T021,15
1307,262,P031,31
1308,262,E031,16
1309,262,S022,44
1310,262,P010,75
1311,263,T022,28
1312,263,P032,99
1313,263,E032,62
1314,263,S023,73
1315,263,P011,11
1316,264,T023,77
1317,264,P033,94
1318,264,E033,46
1319,264,S040,21
1320,264,P012,35
1321,265,T024,76
1322,265,P034,15
1323,265,E034,95
1324,265,S041,96
1325,265,P013,39
1326,266,T025,97
1327,266,P035,69
1328,266,E035,61
1329,266,S100,62
1330,266,P014,86
1331,267,T100,58
1332,267,P036,49
1333,267,E036,28
1334,267,S101,74
1335,267,P015,89
1336,268,C001,75
1337,268,P037,49
1338,268,F020,59
1339,268,T001,35
1340,268,P016,30
1341,269,C002,91
1342,269,P038,51
1343,269,F021,29
1344,269,T002,12
1345,269,P020,100
1346,270,C003,68
1347,270,P039,42
1348,270,F022,81
1349,270,T003,37
1350,270,P021,22
1351,271,C004,94
1352,271,P040,24
1353,271,F023,47
1354,271,T020,43
1355,271,P030,54
1356,272,C005,26
1357,272,P041,98
1358,272,F024,61
1359,272,T021,100
1360,272,P031,31
1361,273,C006,27
1362,273,P042,98
1363,273,F031,25
1364,273,T022,83
1365,273,P032,67
1366,274,E001,38
1367,274,P043,53
1368,274,F032,19
1369,274,T023,65
1370,274,P033,68
1371,275,E002,41
1372,275,P044,65
1373,275,F033,86
1374,275,T024,65
1375,275,P034,62
1376,276,E003,80
1377,276,P045,73
1378,276,F034,53
1379,276,T025,79
1380,276,P035,76
1381,277,E004,71
1382,277,P046,97
1383,277,F035,54
1384,277,T100,16
1385,277,P036,62
1386,278,E005,61
1387,278,R001,96
1388,278,H011,34
1389,278,C001,92
1390,278,P037,44
1391,279,E006,36
1392,279,R002,86
1393,279,H012,82
1394,279,C002,77
1395,279,P038,25
1396,280,E007,26
1397,280,S010,95
1398,280,H013,78
1399,280,C003,34
1400,280,P039,49
1401,281,E008,58
1402,281,S011,51
1403,281,H014,100
1404,281,C004,44
1405,281,P040,87
1406,282,E020,49
1407,282,S012,67
1408,282,H031,24
1409,282,C005,86
1410,282,P041,77
1411,283,E021,100
1412,283,S020,59
1413,283,H032,12
1414,283,C006,71
1415,283,P042,88
1416,284,E030,64
1417,284,S021,71
1418,284,H033,77
1419,284,E001,80
1420,284,P043,96
1421,285,E031,53
1422,285,S022,64
1423,285,P010,92
1424,285,E002,48
1425,285,P044,98
1426,286,E032,50
1427,286,S023,53
1428,286,P011,47
1429,286,E003,12
1430,286,P045,65
1431,287,E033,63
1432,287,S040,52
1433,287,P012,54
1434,287,E004,62
1435,287,P046,27
1436,288,E034,71
1437,288,S041,74
1438,288,P013,81
1439,288,E005,51
1440,288,R001,93
1441,289,E035,51
1442,289,S100,10
1443,289,P014,45
1444,289,E006,40
1445,289,R002,100
1446,290,E036,59
1447,290,S101,76
1448,290,P015,57
1449,290,E007,59
1450,290,S010,54
1451,291,F020,17
1452,291,T001,94
1453,291,P016,63
1454,291,E008,50
1455,291,S011,73
1456,292,F021,78
1457,292,T002,23
1458,292,P020,73
1459,292,E020,45
1460,292,S012,32
1461,293,F022,11
1462,293,T003,62
1463,293,P021,75
1464,293,E021,68
1465,293,S020,92
1466,294,F023,10
1467,294,T020,91
1468,294,P030,25
1469,294,E030,63
1470,294,S021,70
1471,295,F024,52
1472,295,T021,39
1473,295,P031,54
1474,295,E031,48
1475,295,S022,18
1476,296,F031,19
1477,296,T022,42
1478,296,P032,29
1479,296,E032,41
1480,296,S023,26
1481,297,F032,98
1482,297,T023,18
1483,297,P033,46
1484,297,E033,26
1485,297,S040,88
1486,298,F033,56
1487,298,T024,74
1488,298,P034,53
1489,298,E034,79
1490,298,S041,23
1491,299,F034,42
1492,299,T025,77
