Purchase_Order_Id,Emp_Id,Supplier,Order_Date,Expected_Delivery_Date,Status
167,EMP03,,14/8/2018,19/8/2018,
168,EMP08,,14/8/2018,19/8/2018,
169,EMP01,,14/8/2018,19/8/2018,
170,EMP06,,14/8/2018,19/8/2018,
171,EMP02,,14/8/2018,19/8/2018,
172,EMP05,,14/8/2018,19/8/2018,
173,EMP08,,14/8/2018,19/8/2018,
174,EMP01,,15/8/2018,20/8/2018,
175,EMP06,,15/8/2018,20/8/2018,
176,EMP01,,15/8/2018,20/8/2018,
177,EMP04,,15/8/2018,20/8/2018,
178,EMP03,,15/8/2018,20/8/2018,
179,EMP05,,15/8/2018,20/8/2018,
180,EMP07,,15/8/2018,20/8/2018,
181,EMP03,,15/8/2018,20/8/2018,
182,EMP06,,15/8/2018,20/8/2018,
183,EMP07,,15/8/2018,20/8/2018,
184,EMP08,,15/8/2018,20/8/2018,
185,EMP08,,15/8/2018,20/8/2018,
186,EMP01,,16/8/2018,21/8/2018,
187,EMP04,,16/8/2018,21/8/2018,
188,EMP04,,16/8/2018,21/8/2018,
189,EMP04,,16/8/2018,21/8/2018,
190,EMP04,,16/8/2018,21/8/2018,
191,EMP02,,17/8/2018,22/8/2018,
192,EMP03,,17/8/2018,22/8/2018,
193,EMP02,,17/8/2018,22/8/2018,
194,EMP02,,17/8/2018,22/8/2018,
195,EMP04,,17/8/2018,22/8/2018,
196,EMP07,,17/8/2018,22/8/2018,
197,EMP01,,17/8/2018,22/8/2018,
198,EMP07,,17/8/2018,22/8/2018,
199,EMP06,,17/8/2018,22/8/2018,
200,EMP01,,17/8/2018,22/8/2018,
201,EMP03,,17/8/2018,22/8/2018,
202,EMP05,,18/8/2018,23/8/2018,
203,EMP03,,18/8/2018,23/8/2018,
204,EMP01,,18/8/2018,23/8/2018,
205,EMP01,,18/8/2018,23/8/2018,
206,EMP03,,18/8/2018,23/8/2018,
207,EMP03,,18/8/2018,23/8/2018,
208,EMP08,,18/8/2018,23/8/2018,
209,EMP03,,18/8/2018,23/8/2018,
210,EMP02,,18/8/2018,23/8/2018,
211,EMP05,,18/8/2018,23/8/2018,
212,EMP03,,18/8/2018,23/8/2018,
213,EMP08,,18/8/2018,23/8/2018,
214,EMP03,,18/8/2018,23/8/2018,
215,EMP03,,18/8/2018,23/8/2018,
216,EMP01,,18/8/2018,23/8/2018,
217,EMP08,,19/8/2018,24/8/2018,
218,EMP01,,19/8/2018,24/8/2018,
219,EMP02,,19/8/2018,24/8/2018,
220,EMP08,,19/8/2018,24/8/2018,
221,EMP08,,19/8/2018,24/8/2018,
222,EMP07,,19/8/2018,24/8/2018,
223,EMP01,,19/8/2018,24/8/2018,
224,EMP02,,19/8/2018,24/8/2018,
225,EMP07,,19/8/2018,24/8/2018,
226,EMP04,,20/8/2018,25/8/2018,
227,EMP05,,20/8/2018,25/8/2018,
228,EMP05,,20/8/2018,25/8/2018,
229,EMP06,,20/8/2018,25/8/2018,
230,EMP05,,20/8/2018,25/8/2018,
231,EMP03,,20/8/2018,25/8/2018,
232,EMP03,,20/8/2018,25/8/2018,
233,EMP03,,21/8/2018,26/8/2018,
234,EMP08,,21/8/2018,26/8/2018,
235,EMP05,,21/8/2018,26/8/2018,
236,EMP07,,21/8/2018,26/8/2018,
237,EMP01,,21/8/2018,26/8/2018,
238,EMP07,,21/8/2018,26/8/2018,
239,EMP01,,22/8/2018,27/8/2018,
240,EMP03,,22/8/2018,27/8/2018,
241,EMP07,,22/8/2018,27/8/2018,
242,EMP01,,22/8/2018,27/8/2018,
243,EMP01,,22/8/2018,27/8/2018,
244,EMP04,,22/8/2018,27/8/2018,
245,EMP03,,22/8/2018,27/8/2018,
246,EMP08,,22/8/2018,27/8/2018,
247,EMP03,,22/8/2018,27/8/2018,
248,EMP01,,23/8/2018,28/8/2018,
249,EMP03,,23/8/2018,28/8/2018,
250,EMP07,,23/8/2018,28/8/2018,
251,EMP06,,23/8/2018,28/8/2018,
252,EMP04,,23/8/2018,28/8/2018,
253,EMP07,,23/8/2018,28/8/2018,
254,EMP03,,23/8/2018,28/8/2018,
255,EMP07,,23/8/2018,28/8/2018,
256,EMP08,,23/8/2018,28/8/2018,
257,EMP08,,23/8/2018,28/8/2018,
258,EMP01,,23/8/2018,28/8/2018,
259,EMP02,,24/8/2018,29/8/2018,
260,EMP08,,24/8/2018,29/8/2018,
261,EMP03,,24/8/2018,29/8/2018,
262,EMP08,,24/8/2018,29/8/2018,
263,EMP03,,24/8/2018,29/8/2018,
264,EMP08,,24/8/2018,29/8/2018,
265,EMP06,,24/8/2018,29/8/2018,
266,EMP03,,24/8/2018,29/8/2018,
267,EMP08,,25/8/2018,30/8/2018,
268,EMP07,,25/8/2018,30/8/2018,
269,EMP05,,25/8/2018,30/8/2018,
270,EMP02,,25/8/2018,30/8/2018,
271,EMP05,,25/8/2018,30/8/2018,
272,EMP06,,25/8/2018,30/8/2018,
273,EMP01,,25/8/2018,30/8/2018,
274,EMP02,,25/8/2018,30/8/2018,
275,EMP03,,25/8/2018,30/8/2018,
276,EMP01,,25/8/2018,30/8/2018,
277,EMP07,,25/8/2018,30/8/2018,
278,EMP04,,25/8/2018,30/8/2018,
279,EMP02,,26/8/2018,31/8/2018,
280,EMP05,,26/8/2018,31/8/2018,
281,EMP05,,26/8/2018,31/8/2018,
282,EMP06,,26/8/2018,31/8/2018,
283,EMP03,,26/8/2018,31/8/2018,
284,EMP07,,26/8/2018,31/8/2018,
285,EMP08,,26/8/2018,31/8/2018,
286,EMP01,,26/8/2018,31/8/2018,
287,EMP05,,26/8/2018,31/8/2018,
288,EMP06,,26/8/2018,31/8/2018,
289,EMP02,,26/8/2018,31/8/2018,
290,EMP06,,27/8/2018,1/9/2018,
291,EMP07,,27/8/2018,1/9/2018,
292,EMP07,,27/8/2018,1/9/2018,
293,EMP06,,27/8/2018,1/9/2018,
294,EMP01,,27/8/2018,1/9/2018,
295,EMP08,,27/8/2018,1/9/2018,
296,EMP05,,27/8/2018,1/9/2018,
297,EMP03,,27/8/2018,1/9/2018,
298,EMP05,,27/8/2018,1/9/2018,
299,EMP01,,27/8/2018,1/9/2018,
300,EMP05,,27/8/2018,1/9/2018,
301,EMP01,,27/8/2018,1/9/2018,
302,EMP03,,27/8/2018,1/9/2018,
303,EMP08,,27/8/2018,1/9/2018,
304,EMP07,,28/8/2018,2/9/2018,
305,EMP01,,28/8/2018,2/9/2018,
306,EMP05,,28/8/2018,2/9/2018,
307,EMP03,,28/8/2018,2/9/2018,
308,EMP02,,28/8/2018,2/9/2018,
309,EMP04,,28/8/2018,2/9/2018,
310,EMP01,,28/8/2018,2/9/2018,
311,EMP07,,28/8/2018,2/9/2018,
312,EMP06,,28/8/2018,2/9/2018,
313,EMP05,,29/8/2018,3/9/2018,
314,EMP04,,29/8/2018,3/9/2018,
315,EMP07,,29/8/2018,3/9/2018,
316,EMP01,,29/8/2018,3/9/2018,
317,EMP07,,29/8/2018,3/9/2018,
318,EMP08,,29/8/2018,3/9/2018,
319,EMP03,,29/8/2018,3/9/2018,
320,EMP01,,29/8/2018,3/9/2018,
321,EMP01,,29/8/2018,3/9/2018,
322,EMP04,,29/8/2018,3/9/2018,
323,EMP05,,29/8/2018,3/9/2018,
324,EMP02,,29/8/2018,3/9/2018,
325,EMP01,,30/8/2018,4/9/2018,
326,EMP02,,30/8/2018,4/9/2018,
327,EMP03,,30/8/2018,4/9/2018,
328,EMP06,,30/8/2018,4/9/2018,
329,EMP01,,30/8/2018,4/9/2018,
330,EMP07,,30/8/2018,4/9/2018,
331,EMP06,,30/8/2018,4/9/2018,
332,EMP01,,30/8/2018,4/9/2018,
333,EMP04,,30/8/2018,4/9/2018,
334,EMP04,,31/8/2018,5/9/2018,
335,EMP06,,31/8/2018,5/9/2018,
336,EMP08,,31/8/2018,5/9/2018,
337,EMP02,,31/8/2018,5/9/2018,
338,EMP01,,31/8/2018,5/9/2018,
339,EMP08,,31/8/2018,5/9/2018,
340,EMP08,,31/8/2018,5/9/2018,
341,EMP04,,31/8/2018,5/9/2018,
342,EMP07,,31/8/2018,5/9/2018,
343,EMP03,,31/8/2018,5/9/2018,
344,EMP04,,31/8/2018,5/9/2018,
345,EMP08,,31/8/2018,5/9/2018,
346,EMP03,,31/8/2018,5/9/2018,
347,EMP07,,31/8/2018,5/9/2018,
348,EMP08,,31/8/2018,5/9/2018,
349,EMP02,,31/8/2018,5/9/2018,
350,EMP05,,31/8/2018,5/9/2018,
351,EMP01,,31/8/2018,5/9/2018,
352,EMP03,,1/9/2018,6/9/2018,
353,EMP01,,1/9/2018,6/9/2018,
354,EMP01,,1/9/2018,6/9/2018,
355,EMP08,,1/9/2018,6/9/2018,
356,EMP04,,1/9/2018,6/9/2018,
357,EMP03,,1/9/2018,6/9/2018,
358,EMP07,,1/9/2018,6/9/2018,
359,EMP01,,1/9/2018,6/9/2018,
360,EMP05,,1/9/2018,6/9/2018,
361,EMP02,,1/9/2018,6/9/2018,
362,EMP04,,1/9/2018,6/9/2018,
363,EMP04,,1/9/2018,6/9/2018,
364,EMP06,,1/9/2018,6/9/2018,
365,EMP06,,1/9/2018,6/9/2018,
366,EMP03,,2/9/2018,7/9/2018,
367,EMP03,,2/9/2018,7/9/2018,
368,EMP08,,2/9/2018,7/9/2018,
369,EMP08,,2/9/2018,7/9/2018,
370,EMP05,,2/9/2018,7/9/2018,
371,EMP07,,2/9/2018,7/9/2018,
372,EMP01,,2/9/2018,7/9/2018,
373,EMP06,,2/9/2018,7/9/2018,
374,EMP07,,2/9/2018,7/9/2018,
375,EMP04,,2/9/2018,7/9/2018,
376,EMP01,,2/9/2018,7/9/2018,
377,EMP04,,2/9/2018,7/9/2018,
378,EMP03,,3/9/2018,8/9/2018,
379,EMP08,,3/9/2018,8/9/2018,
380,EMP04,,3/9/2018,8/9/2018,
381,EMP04,,3/9/2018,8/9/2018,
382,EMP01,,3/9/2018,8/9/2018,
383,EMP03,,3/9/2018,8/9/2018,
384,EMP05,,3/9/2018,8/9/2018,
385,EMP03,,3/9/2018,8/9/2018,
386,EMP03,,3/9/2018,8/9/2018,
387,EMP06,,3/9/2018,8/9/2018,
388,EMP06,,3/9/2018,8/9/2018,
389,EMP02,,3/9/2018,8/9/2018,
390,EMP04,,3/9/2018,8/9/2018,
391,EMP05,,3/9/2018,8/9/2018,
392,EMP08,,3/9/2018,8/9/2018,
393,EMP08,,3/9/2018,8/9/2018,
394,EMP01,,4/9/2018,9/9/2018,
395,EMP05,,4/9/2018,9/9/2018,
396,EMP06,,4/9/2018,9/9/2018,
397,EMP08,,4/9/2018,9/9/2018,
398,EMP07,,4/9/2018,9/9/2018,
399,EMP03,,4/9/2018,9/9/2018,
400,EMP03,,4/9/2018,9/9/2018,
401,EMP04,,4/9/2018,9/9/2018,
402,EMP03,,4/9/2018,9/9/2018,
403,EMP04,,4/9/2018,9/9/2018,
404,EMP01,,4/9/2018,9/9/2018,
405,EMP01,,4/9/2018,9/9/2018,
406,EMP07,,4/9/2018,9/9/2018,
407,EMP03,,4/9/2018,9/9/2018,
408,EMP05,,4/9/2018,9/9/2018,
409,EMP06,,4/9/2018,9/9/2018,
410,EMP04,,5/9/2018,10/9/2018,
411,EMP03,,5/9/2018,10/9/2018,
412,EMP01,,5/9/2018,10/9/2018,
413,EMP07,,5/9/2018,10/9/2018,
414,EMP07,,5/9/2018,10/9/2018,
415,EMP08,,5/9/2018,10/9/2018,
416,EMP07,,5/9/2018,10/9/2018,
417,EMP08,,5/9/2018,10/9/2018,
418,EMP03,,5/9/2018,10/9/2018,
419,EMP04,,5/9/2018,10/9/2018,
420,EMP08,,5/9/2018,10/9/2018,
421,EMP01,,6/9/2018,11/9/2018,
422,EMP07,,6/9/2018,11/9/2018,
423,EMP08,,6/9/2018,11/9/2018,
424,EMP01,,6/9/2018,11/9/2018,
425,EMP02,,6/9/2018,11/9/2018,
426,EMP04,,6/9/2018,11/9/2018,
427,EMP05,,6/9/2018,11/9/2018,
428,EMP07,,6/9/2018,11/9/2018,
429,EMP06,,6/9/2018,11/9/2018,
430,EMP07,,6/9/2018,11/9/2018,
431,EMP05,,6/9/2018,11/9/2018,
432,EMP01,,7/9/2018,12/9/2018,
433,EMP08,,7/9/2018,12/9/2018,
434,EMP05,,7/9/2018,12/9/2018,
435,EMP08,,7/9/2018,12/9/2018,
436,EMP04,,7/9/2018,12/9/2018,
437,EMP06,,7/9/2018,12/9/2018,
438,EMP08,,7/9/2018,12/9/2018,
439,EMP06,,7/9/2018,12/9/2018,
440,EMP01,,7/9/2018,12/9/2018,
441,EMP07,,7/9/2018,12/9/2018,
442,EMP07,,7/9/2018,12/9/2018,
443,EMP03,,7/9/2018,12/9/2018,
444,EMP01,,7/9/2018,12/9/2018,
445,EMP03,,7/9/2018,12/9/2018,
446,EMP03,,7/9/2018,12/9/2018,
447,EMP07,,7/9/2018,12/9/2018,
448,EMP04,,7/9/2018,12/9/2018,
449,EMP07,,8/9/2018,13/9/2018,
450,EMP01,,8/9/2018,13/9/2018,
451,EMP05,,8/9/2018,13/9/2018,
452,EMP02,,8/9/2018,13/9/2018,
453,EMP01,,8/9/2018,13/9/2018,
454,EMP03,,8/9/2018,13/9/2018,
455,EMP06,,8/9/2018,13/9/2018,
456,EMP03,,8/9/2018,13/9/2018,
457,EMP03,,8/9/2018,13/9/2018,
458,EMP05,,8/9/2018,13/9/2018,
459,EMP06,,8/9/2018,13/9/2018,
460,EMP03,,9/9/2018,14/9/2018,
461,EMP03,,9/9/2018,14/9/2018,
462,EMP06,,9/9/2018,14/9/2018,
463,EMP04,,9/9/2018,14/9/2018,
464,EMP07,,9/9/2018,14/9/2018,
465,EMP08,,9/9/2018,14/9/2018,
466,EMP01,,9/9/2018,14/9/2018,
467,EMP04,,9/9/2018,14/9/2018,
468,EMP03,,9/9/2018,14/9/2018,
469,EMP08,,9/9/2018,14/9/2018,
470,EMP08,,9/9/2018,14/9/2018,
471,EMP07,,9/9/2018,14/9/2018,
472,EMP08,,9/9/2018,14/9/2018,
473,EMP08,,9/9/2018,14/9/2018,
474,EMP08,,10/9/2018,15/9/2018,
475,EMP03,,10/9/2018,15/9/2018,
476,EMP08,,10/9/2018,15/9/2018,
477,EMP06,,10/9/2018,15/9/2018,
478,EMP06,,10/9/2018,15/9/2018,
479,EMP04,,10/9/2018,15/9/2018,
480,EMP01,,10/9/2018,15/9/2018,
481,EMP05,,10/9/2018,15/9/2018,
482,EMP01,,10/9/2018,15/9/2018,
483,EMP08,,10/9/2018,15/9/2018,
484,EMP08,,11/9/2018,16/9/2018,
485,EMP03,,11/9/2018,16/9/2018,
486,EMP07,,11/9/2018,16/9/2018,
487,EMP07,,11/9/2018,16/9/2018,
488,EMP05,,11/9/2018,16/9/2018,
489,EMP07,,11/9/2018,16/9/2018,
490,EMP01,,11/9/2018,16/9/2018,
491,EMP05,,11/9/2018,16/9/2018,
492,EMP01,,11/9/2018,16/9/2018,
493,EMP07,,11/9/2018,16/9/2018,
494,EMP05,,11/9/2018,16/9/2018,
495,EMP08,,12/9/2018,17/9/2018,
496,EMP01,,12/9/2018,17/9/2018,
497,EMP07,,12/9/2018,17/9/2018,
498,EMP06,,12/9/2018,17/9/2018,
499,EMP03,,12/9/2018,17/9/2018,
500,EMP08,,12/9/2018,17/9/2018,
501,EMP04,,12/9/2018,17/9/2018,
502,EMP01,,12/9/2018,17/9/2018,
503,EMP05,,13/9/2018,18/9/2018,
504,EMP03,,13/9/2018,18/9/2018,
505,EMP01,,13/9/2018,18/9/2018,
506,EMP01,,13/9/2018,18/9/2018,
507,EMP04,,13/9/2018,18/9/2018,
508,EMP06,,13/9/2018,18/9/2018,
509,EMP01,,13/9/2018,18/9/2018,
510,EMP04,,13/9/2018,18/9/2018,
511,EMP08,,13/9/2018,18/9/2018,
512,EMP07,,13/9/2018,18/9/2018,
513,EMP08,,13/9/2018,18/9/2018,
514,EMP02,,13/9/2018,18/9/2018,
515,EMP07,,13/9/2018,18/9/2018,
516,EMP05,,13/9/2018,18/9/2018,
517,EMP04,,13/9/2018,18/9/2018,
518,EMP03,,14/9/2018,19/9/2018,
519,EMP03,,14/9/2018,19/9/2018,
520,EMP08,,14/9/2018,19/9/2018,
521,EMP04,,14/9/2018,19/9/2018,
522,EMP08,,14/9/2018,19/9/2018,
523,EMP03,,14/9/2018,19/9/2018,
524,EMP03,,14/9/2018,19/9/2018,
525,EMP05,,14/9/2018,19/9/2018,
526,EMP05,,14/9/2018,19/9/2018,
527,EMP06,,15/9/2018,20/9/2018,
528,EMP07,,15/9/2018,20/9/2018,
529,EMP05,,15/9/2018,20/9/2018,
530,EMP07,,15/9/2018,20/9/2018,
531,EMP03,,15/9/2018,20/9/2018,
532,EMP04,,15/9/2018,20/9/2018,
533,EMP08,,15/9/2018,20/9/2018,
534,EMP07,,15/9/2018,20/9/2018,
535,EMP08,,15/9/2018,20/9/2018,
536,EMP05,,15/9/2018,20/9/2018,
537,EMP03,,15/9/2018,20/9/2018,
538,EMP02,,15/9/2018,20/9/2018,
539,EMP08,,15/9/2018,20/9/2018,
540,EMP01,,15/9/2018,20/9/2018,
541,EMP03,,15/9/2018,20/9/2018,
542,EMP08,,16/9/2018,21/9/2018,
543,EMP01,,16/9/2018,21/9/2018,
544,EMP08,,16/9/2018,21/9/2018,
545,EMP07,,16/9/2018,21/9/2018,
546,EMP04,,16/9/2018,21/9/2018,
547,EMP01,,16/9/2018,21/9/2018,
548,EMP03,,16/9/2018,21/9/2018,
549,EMP01,,17/9/2018,22/9/2018,
550,EMP01,,17/9/2018,22/9/2018,
551,EMP07,,17/9/2018,22/9/2018,
552,EMP08,,17/9/2018,22/9/2018,
553,EMP02,,17/9/2018,22/9/2018,
554,EMP05,,17/9/2018,22/9/2018,
555,EMP03,,17/9/2018,22/9/2018,
556,EMP08,,17/9/2018,22/9/2018,
557,EMP07,,17/9/2018,22/9/2018,
558,EMP01,,17/9/2018,22/9/2018,
559,EMP03,,17/9/2018,22/9/2018,
560,EMP07,,17/9/2018,22/9/2018,
561,EMP05,,17/9/2018,22/9/2018,
562,EMP07,,17/9/2018,22/9/2018,
563,EMP07,,17/9/2018,22/9/2018,
564,EMP03,,17/9/2018,22/9/2018,
565,EMP05,,17/9/2018,22/9/2018,
566,EMP08,,17/9/2018,22/9/2018,
567,EMP02,,18/9/2018,23/9/2018,
568,EMP08,,18/9/2018,23/9/2018,
569,EMP03,,18/9/2018,23/9/2018,
570,EMP03,,18/9/2018,23/9/2018,
571,EMP05,,18/9/2018,23/9/2018,
572,EMP01,,18/9/2018,23/9/2018,
573,EMP05,,19/9/2018,24/9/2018,
574,EMP03,,19/9/2018,24/9/2018,
575,EMP01,,19/9/2018,24/9/2018,
576,EMP03,,19/9/2018,24/9/2018,
577,EMP01,,19/9/2018,24/9/2018,
578,EMP01,,19/9/2018,24/9/2018,
579,EMP07,,19/9/2018,24/9/2018,
580,EMP08,,19/9/2018,24/9/2018,
581,EMP07,,19/9/2018,24/9/2018,
582,EMP08,,19/9/2018,24/9/2018,
583,EMP06,,19/9/2018,24/9/2018,
584,EMP01,,19/9/2018,24/9/2018,
585,EMP08,,19/9/2018,24/9/2018,
586,EMP01,,19/9/2018,24/9/2018,
587,EMP06,,20/9/2018,25/9/2018,
588,EMP08,,20/9/2018,25/9/2018,
589,EMP06,,20/9/2018,25/9/2018,
590,EMP06,,20/9/2018,25/9/2018,
591,EMP07,,20/9/2018,25/9/2018,
592,EMP01,,20/9/2018,25/9/2018,
593,EMP03,,20/9/2018,25/9/2018,
594,EMP04,,20/9/2018,25/9/2018,
595,EMP04,,20/9/2018,25/9/2018,
596,EMP06,,20/9/2018,25/9/2018,
597,EMP08,,20/9/2018,25/9/2018,
598,EMP03,,20/9/2018,25/9/2018,
599,EMP08,,20/9/2018,25/9/2018,
600,EMP03,,20/9/2018,25/9/2018,
601,EMP08,,21/9/2018,26/9/2018,
602,EMP07,,21/9/2018,26/9/2018,
603,EMP06,,21/9/2018,26/9/2018,
604,EMP05,,21/9/2018,26/9/2018,
